iteration,loss
138,3.6323015690
139,2.3353166580
140,5.2766160965
141,4.9208102226
142,5.0271716118
143,3.8459534645
144,3.2295436859
145,2.0661613941
146,3.9987924099
147,2.0945498943
148,2.6555409431
149,3.4303984642
150,2.5602288246
151,3.4340758324
152,3.6888380051
153,3.1458458900
154,3.9258861542
155,2.4330203533
156,3.7415227890
157,4.6316771507
158,4.0309514999
159,4.5879325867
160,2.0849945545
161,3.2288763523
162,3.3779931068
163,1.6399292946
164,2.7201313972
165,3.5059304237
166,3.5173172951
167,2.6750977039
168,2.6638467312
169,2.8470044136
170,3.7114694118
171,1.8023539782
172,3.0531504154
173,2.5891942978
174,3.6090402603
175,2.1878051758
176,2.4292497635
177,2.1198203564
178,2.4815139771
179,2.7049119473
180,3.0543580055
181,3.0807003975
182,3.8191165924
183,2.2465858459
184,2.8574018478
185,3.5491394997
186,4.2474641800
187,2.3172664642
188,2.3974728584
189,2.8807258606
190,2.2826428413
191,3.8826227188
192,2.5115189552
193,2.8670732975
194,4.0158076286
195,2.8008418083
196,4.0792784691
197,4.1345596313
198,2.7752430439
199,4.1081733704
200,2.6298837662
201,3.3373053074
202,4.1087245941
203,2.3289206028
204,1.7595667839
205,3.5493474007
206,3.4645771980
207,2.7773427963
208,3.8549852371
209,3.9644525051
210,3.2444181442
211,2.2503833771
212,1.5851947069
213,3.6583678722
214,2.6741850376
215,2.7448623180
216,2.7563009262
217,2.8684744835
218,2.8435482979
219,3.2573161125
220,2.5146811008
221,2.2709321976
222,2.6535279751
223,2.6126854420
224,2.2065486908
225,2.2455973625
226,3.5012521744
227,3.0913784504
228,2.5181803703
229,3.1513257027
230,2.5821938515
231,3.2264645100
232,2.5419461727
233,3.4666666985
234,3.1896390915
235,1.6909408569
236,2.8740372658
237,2.4565603733
238,3.2773706913
239,2.1781537533
240,2.4312238693
241,2.1955142021
242,2.1350884438
243,2.9747016430
244,3.8193762302
245,2.1801166534
246,1.6918934584
247,2.5893568993
248,4.5528140068
249,2.1928339005
250,3.0511798859
251,2.0537157059
252,3.3657784462
253,3.4748778343
254,2.2244675159
255,3.1628825665
256,2.8203420639
257,1.8448601961
258,1.6477675438
259,1.8327126503
260,2.5516016483
261,2.7959032059
262,2.9436044693
263,2.4459629059
264,1.7212839127
265,3.4014434814
266,2.4500932693
267,1.9513326883
268,2.1166763306
269,2.9068999290
270,2.7694396973
271,2.4107477665
272,2.1434175968
273,3.0627553463
274,1.2772132158
275,2.5238327980
276,2.1451320648
277,2.0494902134
278,2.1564183235
279,2.0077841282
280,2.1926403046
281,3.1910192966
282,2.6962316036
283,3.7269713879
284,2.0821595192
285,2.8010661602
286,2.2114377022
287,2.4027485847
288,1.9797894955
289,2.6227300167
290,2.9344847202
291,2.2674612999
292,1.7881710529
293,2.5469474792
294,2.1508970261
295,2.4604272842
296,1.2611352205
297,4.3826823235
298,2.0596804619
299,1.6135749817
300,1.4148721695
301,2.2869939804
302,3.1990792751
303,3.1139516830
304,2.2818124294
305,2.6292254925
306,2.3594682217
307,3.1424670219
308,3.4121749401
309,2.4411845207
310,3.0630655289
311,2.3176848888
312,2.7829008102
313,3.0103342533
314,1.2760616541
315,2.4527521133
316,2.6301827431
317,2.9801914692
318,1.2558474541
319,2.1523299217
320,2.8390059471
321,1.8587226868
322,2.7339797020
323,1.8827290535
324,2.4263219833
325,1.7062033415
326,2.1088337898
327,3.3393759727
328,2.6687808037
329,2.5041835308
330,1.8127634525
331,2.0364232063
332,2.4066348076
333,3.3183255196
334,2.2916960716
335,2.7495636940
336,1.5799453259
337,2.2457208633
338,1.6713728905
339,1.9218449593
340,1.6652138233
341,2.4068510532
342,2.9387869835
343,2.9266643524
344,2.9135797024
345,1.2732357979
346,1.7818410397
347,1.7148642540
348,2.1789565086
349,2.9687185287
350,1.5574550629
351,1.8662354946
352,2.4267888069
353,2.6728088856
354,3.3739240170
355,2.3915767670
356,2.4042510986
357,3.0719411373
358,1.6121459007
359,2.9695312977
360,2.2600812912
361,2.4168126583
362,1.7964080572
363,2.2305581570
364,1.4841175079
365,1.3242969513
366,2.0176548958
367,2.0455091000
368,2.9235959053
369,2.0333223343
370,1.4108457565
371,1.7405877113
372,2.6733078957
373,1.9182603359
374,2.7090554237
375,2.3834376335
376,1.6496200562
377,2.7843244076
378,2.0793957710
379,1.3907760382
380,2.4431838989
381,1.9894065857
382,2.5906133652
383,2.5358977318
384,1.8289853334
385,2.3835244179
386,2.6682684422
387,2.1771202087
388,1.7423021793
389,2.3352222443
390,2.2088267803
391,1.5778521299
392,3.0527873039
393,1.9653956890
394,2.6201660633
395,2.9127733707
396,2.4582803249
397,2.4728705883
398,1.4962477684
399,2.9765276909
400,2.7162756920
401,2.4780144691
402,1.1413373947
403,2.1455447674
404,2.6473429203
405,1.9078496695
406,2.0656163692
407,1.8022304773
408,2.5988016129
409,1.6968815327
410,0.9741756916
411,2.2533202171
412,2.0985717773
413,2.3689870834
414,2.2089669704
415,2.8729810715
416,2.5876798630
417,2.3028774261
418,2.1026234627
419,2.0404412746
420,2.2633209229
421,1.7326548100
422,1.7022143602
423,1.7755355835
424,1.9486590624
425,2.0806355476
426,2.1617250443
427,1.7140667439
428,3.2023458481
429,3.1268832684
430,1.6401858330
431,1.4999055862
432,2.7154846191
433,2.2176754475
434,2.0196790695
435,1.6028738022
436,3.0423059464
437,2.0171875954
438,1.5331220627
439,2.0723288059
440,1.0587931871
441,2.5443763733
442,1.9163986444
443,2.2782123089
444,2.1519265175
445,1.7556340694
446,2.7938098907
447,1.9259289503
448,2.2253746986
449,2.0001480579
450,1.9336886406
451,3.4198675156
452,2.4916512966
453,1.3984298706
454,2.6084265709
455,2.8071372509
456,2.2844526768
457,1.9872514009
458,3.1778621674
459,2.3468408585
460,1.8057692051
461,2.9403243065
462,1.7916129827
463,2.4972472191
464,2.0431435108
465,1.8536590338
466,2.6934614182
467,1.9442406893
468,2.3302032948
469,1.7939293385
470,2.5383059978
471,1.8623182774
472,2.2730841637
473,2.2059900761
474,2.2275166512
475,2.0040743351
476,2.5017890930
477,1.8097429276
478,2.2979216576
479,1.7461711168
480,1.5046879053
481,3.1887750626
482,1.5604608059
483,1.9070678949
484,2.2947096825
485,2.0685663223
486,2.8589377403
487,1.8117105961
488,1.5423599482
489,2.2314577103
490,2.5833787918
491,2.0568847656
492,1.9434113503
493,1.1557009220
494,2.2595310211
495,2.9852039814
496,3.9584293365
497,1.4797050953
498,1.9954268932
499,1.5056746006
500,2.1737399101
501,1.9458963871
502,2.5274415016
503,2.1684639454
504,1.9450445175
505,0.7481834888
506,2.4199991226
507,2.4412598610
508,3.1626343727
509,0.9868205786
510,2.5214314461
511,2.7889189720
512,3.4451575279
513,2.1025285721
514,2.4688274860
515,1.9031453133
516,2.6704349518
517,3.0906987190
518,1.9015518427
519,2.2679021358
520,2.4406976700
521,1.3420355320
522,2.3000540733
523,2.5342767239
524,1.2040541172
525,2.1149415970
526,1.8956391811
527,3.3533477783
528,2.4148616791
529,1.7522819042
530,2.4884581566
531,1.8504972458
532,1.4714751244
533,1.8717098236
534,2.5166330338
535,2.6915202141
536,1.8150629997
537,2.0085325241
538,2.3123059273
539,1.6091438532
540,2.1687760353
541,2.1173560619
542,2.1409258842
543,1.8099275827
544,1.4320955276
545,2.1107833385
546,2.5302653313
547,2.4000279903
548,1.4542105198
549,1.4322636127
550,1.3361628056
551,1.9678571224
552,2.1293611526
553,1.9838424921
554,1.7742567062
555,1.4335825443
556,1.9187532663
557,1.6882627010
558,1.3965535164
559,2.1917328835
560,1.8904912472
561,2.0518293381
562,2.4737465382
563,2.1169528961
564,1.7023844719
565,2.0431497097
566,1.7103703022
567,2.2945039272
568,1.7967106104
569,2.1461706161
570,1.8271062374
571,1.7178647518
572,1.3464651108
573,2.2475128174
574,2.0911262035
575,2.1163685322
576,1.6413575411
577,2.1035208702
578,1.4004577398
579,1.2112761736
580,1.7543783188
581,1.5193394423
582,1.7758396864
583,2.5185585022
584,0.7306165695
585,2.2005484104
586,1.8198816776
587,1.8981686831
588,2.3227901459
589,1.5170905590
590,1.4810998440
591,1.6869359016
592,2.3586039543
593,1.6116874218
594,2.6250133514
595,2.7985925674
596,2.1820023060
597,1.7520744801
598,2.1346073151
599,2.5171627998
600,1.4787147045
601,2.5983505249
602,1.7441711426
603,2.5632028580
604,2.8228960037
605,1.4543950558
606,1.8024036884
607,2.4023361206
608,1.4549205303
609,1.9244498014
610,2.0061476231
611,2.4219307899
612,2.3559494019
613,0.9925194383
614,2.2477650642
615,2.0157876015
616,2.5071995258
617,1.8555616140
618,2.2061314583
619,1.8209758997
620,1.5377824306
621,2.6004605293
622,1.4942488670
623,1.9326006174
624,2.7168052197
625,2.6458587646
626,2.1285042763
627,1.9088791609
628,2.5130045414
629,1.5063633919
630,1.5803842545
631,1.6712985039
632,2.3543877602
633,1.6780900955
634,2.9658198357
635,2.6279091835
636,1.9665629864
637,1.5265277624
638,2.4989228249
639,2.6123497486
640,2.5462331772
641,2.4769682884
642,2.1463675499
643,2.4080767632
644,2.0955319405
645,1.8998765945
646,2.1509580612
647,1.7977235317
648,1.3582363129
649,1.8644951582
650,2.4407041073
651,2.0965614319
652,1.6714956760
653,2.3576836586
654,2.0970220566
655,2.5911731720
656,1.4160754681
657,1.9248759747
658,1.6092246771
659,2.2142219543
660,1.5380268097
661,1.9877744913
662,1.4317467213
663,3.0619766712
664,1.3930091858
665,1.9358580112
666,2.2321047783
667,1.8536189795
668,2.4220662117
669,1.5268533230
670,2.1311635971
671,1.5944757462
672,1.4069902897
673,2.7079467773
674,1.6665524244
675,2.3092119694
676,2.0642802715
677,2.6226809025
678,1.7631549835
679,1.8262643814
680,1.9287872314
681,2.8217773438
682,2.1694052219
683,1.4674186707
684,1.5704466105
685,2.0030994415
686,1.6443958282
687,1.6698110104
688,2.2858426571
689,2.1954939365
690,1.3970878124
691,1.6841117144
692,2.4531304836
693,1.9261062145
694,1.7107952833
695,3.1925575733
696,1.8746027946
697,1.9143331051
698,1.6650736332
699,1.3811277151
700,1.7335271835
701,1.8649483919
702,3.0365545750
703,1.3797619343
704,2.1738567352
705,1.7102546692
706,1.4310261011
707,2.3990721703
708,2.5860011578
709,2.4206895828
710,0.7622644901
711,1.5154279470
712,2.1991384029
713,1.8826738596
714,1.4738640785
715,1.9754180908
716,1.3058817387
717,2.3013281822
718,2.1328315735
719,2.3107264042
720,1.8548997641
721,2.0564877987
722,2.3195810318
723,1.8462224007
724,2.1286392212
725,1.6482834816
726,1.2429256439
727,2.3420467377
728,2.1292347908
729,1.6908048391
730,2.2368965149
731,1.4410533905
732,2.0739567280
733,2.0517644882
734,2.2196118832
735,3.2644944191
736,2.3800930977
737,1.9656105042
738,2.4439208508
739,1.8166009188
740,2.0200901031
741,1.7003192902
742,2.2273855209
743,1.9067666531
744,2.2905588150
745,1.8067543507
746,1.6362043619
747,1.6867158413
748,1.7020525932
749,1.3952772617
750,1.6444556713
751,1.3415341377
752,1.6858654022
753,0.9650979042
754,1.9268618822
755,2.4075341225
756,1.4875928164
757,2.7317256927
758,1.4658697844
759,1.4317510128
760,1.3430435658
761,1.6525342464
762,1.7805109024
763,2.2836916447
764,2.8758354187
765,2.0454730988
766,1.8033145666
767,1.4355870485
768,1.0243600607
769,2.5011763573
770,1.7373831272
771,1.4739757776
772,1.2687461376
773,2.6342000961
774,1.1920936108
775,1.2305185795
776,1.7140893936
777,1.4682521820
778,2.3036191463
779,1.2879922390
780,1.8848114014
781,2.1449370384
782,1.8569626808
783,1.8562355042
784,2.2893724442
785,2.1933641434
786,1.9995856285
787,1.6621320248
788,1.6825271845
789,1.9023705721
790,1.8453086615
791,1.6855585575
792,2.4255328178
793,1.9182254076
794,1.4096741676
795,1.8847358227
796,1.1819672585
797,2.2047553062
798,2.7284245491
799,1.8480068445
800,1.7296766043
801,1.3771269321
802,1.9366900921
803,1.8547403812
804,1.6909976006
805,2.0458879471
806,1.8182458878
807,2.3844766617
808,1.9773461819
809,1.8015953302
810,1.4625177383
811,1.2258653641
812,2.5389647484
813,1.6363192797
814,1.9932593107
815,1.2150139809
816,1.2623412609
817,1.0131852627
818,2.1877231598
819,2.0772805214
820,2.9197213650
821,1.3339201212
822,1.9016964436
823,2.8290224075
824,1.5473043919
825,1.9845180511
826,1.6222752333
827,1.4938149452
828,1.4033687115
829,2.3377947807
830,2.8586890697
831,1.3236013651
832,2.4469337463
833,2.4835281372
834,1.6926827431
835,1.6873162985
836,1.8521720171
837,1.9559278488
838,2.3140470982
839,2.3686697483
840,1.1511272192
841,1.7678858042
842,2.0534853935
843,1.3946287632
844,2.0478162766
845,1.6735261679
846,2.3134574890
847,1.2721848488
848,2.1882257462
849,1.4834804535
850,1.5052394867
851,1.8185247183
852,2.4173095226
853,2.2035374641
854,1.7696924210
855,1.0518751144
856,1.2732319832
857,1.7221319675
858,1.3924882412
859,2.1469395161
860,1.7771024704
861,1.7771513462
862,1.6090266705
863,1.9539434910
864,1.7732622623
865,1.8912932873
866,1.9204859734
867,2.0193371773
868,1.8660560846
869,1.5451579094
870,1.7088165283
871,0.5799328089
872,1.9009346962
873,1.5225148201
874,1.9577229023
875,1.6484681368
876,1.5974100828
877,1.3830891848
878,2.0112228394
879,1.9686785936
880,1.9139363766
881,1.8452103138
882,2.2581913471
883,1.9775918722
884,1.9421658516
885,1.9459979534
886,1.6234238148
887,1.6033234596
888,2.4472374916
889,1.6628121138
890,0.5951668024
891,1.5230472088
892,0.6152581573
893,2.0220630169
894,1.9256708622
895,2.3282127380
896,1.1216723919
897,1.6589120626
898,1.6942818165
899,1.1158289909
900,1.6541967392
901,1.7067348957
902,1.7385152578
903,1.1642086506
904,2.0170919895
905,1.3740048409
906,1.6411962509
907,1.2631473541
908,1.5034743547
909,1.9887781143
910,1.8822518587
911,1.7810759544
912,1.3600940704
913,2.4373974800
914,1.6411895752
915,1.0404272079
916,2.2568955421
917,2.3934597969
918,2.1573333740
919,1.3322032690
920,2.1570181847
921,1.0151846409
922,2.5686719418
923,1.6185339689
924,1.2088103294
925,2.8463964462
926,2.2933654785
927,2.6997406483
928,1.3270007372
929,2.2789812088
930,2.0084464550
931,1.4763690233
932,1.7119181156
933,1.2197818756
934,1.7906906605
935,1.4419908524
936,1.5918818712
937,2.4864695072
938,1.4992892742
939,2.0228977203
940,2.1294274330
941,2.0046546459
942,2.6456184387
943,2.2450623512
944,1.8997983932
945,2.3447299004
946,2.9680287838
947,1.7665038109
948,1.8626523018
949,1.3964519501
950,1.0310399532
951,2.1269953251
952,2.5363740921
953,0.8860208392
954,1.1028449535
955,3.0716233253
956,1.1912174225
957,2.2417864799
958,2.4074778557
959,2.0458188057
960,1.5426290035
961,2.1389360428
962,1.9171684980
963,1.4758653641
964,2.7095043659
965,1.3793294430
966,2.1972465515
967,1.5172477961
968,1.3526823521
969,2.5207829475
970,2.7820832729
971,1.5858657360
972,1.3089220524
973,1.9010326862
974,1.5843802691
975,1.8513365984
976,1.5930604935
977,1.6329088211
978,1.5291359425
979,1.9705343246
980,1.8762410879
981,2.2733635902
982,1.2011913061
983,1.4845296144
984,1.9546053410
985,1.9790307283
986,1.7190818787
987,2.3830218315
988,2.8956794739
989,1.1235034466
990,2.0654730797
991,2.3039026260
992,0.9333154559
993,1.8600096703
994,1.2032555342
995,1.6525883675
996,2.1717703342
997,0.9032900929
998,1.7875248194
999,3.0456924438
1000,1.1441814899
1001,1.2338317633
1002,1.0178360939
1003,2.1385440826
1004,1.8945968151
1005,1.2772690058
1006,1.3801001310
1007,1.5120089054
1008,1.4443387985
1009,1.3109211922
1010,2.0101456642
1011,1.4614608288
1012,1.5764135122
1013,1.7822253704
1014,1.0627634525
1015,1.3996167183
1016,1.4821636677
1017,2.5000305176
1018,2.2748100758
1019,2.0417342186
1020,1.0209767818
1021,2.8052101135
1022,1.1657823324
1023,1.7360702753
1024,1.7809987068
1025,1.2511827946
1026,1.5143828392
1027,1.6803500652
1028,1.1568710804
1029,1.3777501583
1030,1.5578726530
1031,1.2796711922
1032,1.2190372944
1033,1.1007277966
1034,0.7743262053
1035,1.5591905117
1036,1.9996955395
1037,1.3146922588
1038,1.9276659489
1039,2.3414320946
1040,1.6925201416
1041,1.8571851254
1042,3.9563059807
1043,1.8828268051
1044,1.4544682503
1045,1.0707846880
1046,2.4838776588
1047,1.6950839758
1048,1.7077807188
1049,1.4500650167
1050,1.8148525953
1051,1.7318980694
1052,2.1663804054
1053,1.0659446716
1054,1.1773197651
1055,0.8557026982
1056,1.2473044395
1057,2.5683927536
1058,2.1853821278
1059,3.0031137466
1060,1.5110177994
1061,1.2766259909
1062,1.0781495571
1063,2.5386915207
1064,1.2180442810
1065,1.7272686958
1066,1.8019449711
1067,1.9882422686
1068,1.4058742523
1069,1.6523630619
1070,1.5160440207
1071,1.3515887260
1072,1.2478573322
1073,2.0099778175
1074,2.0540106297
1075,1.0032494068
1076,2.2382743359
1077,1.1797678471
1078,1.6026644707
1079,1.9406235218
1080,1.4809916019
1081,1.4139723778
1082,1.7163639069
1083,2.2505283356
1084,2.2001016140
1085,1.9086555243
1086,1.7806921005
1087,1.6179225445
1088,1.3433020115
1089,3.2475004196
1090,1.6669027805
1091,1.6830266714
1092,2.0813081264
1093,1.2766363621
1094,1.0814216137
1095,2.0832242966
1096,2.0217571259
1097,1.0623016357
1098,1.5737133026
1099,1.3026597500
1100,1.5383493900
1101,2.2578530312
1102,0.9522689581
1103,1.1719372272
1104,2.0126805305
1105,1.6277480125
1106,2.0330522060
1107,0.9329671860
1108,1.6343992949
1109,2.7507996559
1110,1.5547521114
1111,2.8458614349
1112,1.4283065796
1113,2.3828759193
1114,0.9734879732
1115,1.7681088448
1116,1.8049011230
1117,2.2812032700
1118,2.6829791069
1119,1.2753102779
1120,1.6115679741
1121,1.7000832558
1122,1.8691689968
1123,2.6372687817
1124,2.0246095657
1125,1.7096333504
1126,1.5007599592
1127,1.1600115299
1128,1.0325708389
1129,1.6444995403
1130,2.4214928150
1131,2.1655015945
1132,2.6298868656
1133,1.5066987276
1134,1.6539415121
1135,1.8918037415
1136,1.8909400702
1137,1.6784458160
1138,1.4725139141
1139,1.7717030048
1140,2.0047087669
1141,1.8437628746
1142,1.5088213682
1143,1.8163354397
1144,1.8341459036
1145,1.8010643721
1146,1.8409581184
1147,1.7977921963
1148,1.6656043530
1149,1.5733519793
1150,1.1377438307
1151,1.9380038977
1152,2.1279935837
1153,1.5633592606
1154,1.4018379450
1155,1.4123287201
1156,1.1578741074
1157,1.9386081696
1158,1.3748528957
1159,1.7877477407
1160,1.5733113289
1161,1.2433744669
1162,2.5356562138
1163,1.0299592018
1164,1.6784464121
1165,1.3205542564
1166,2.1992840767
1167,1.3598046303
1168,0.8647184372
1169,0.9804450274
1170,2.1080317497
1171,1.7058792114
1172,1.6933693886
1173,1.7051647902
1174,2.3442392349
1175,0.8005384207
1176,1.5546345711
1177,1.7739377022
1178,2.2424552441
1179,1.2516269684
1180,1.9538254738
1181,1.3746280670
1182,1.8928965330
1183,0.5518378019
1184,2.1679120064
1185,2.0018942356
1186,1.4470945597
1187,1.2616610527
1188,1.8187783957
1189,1.7679741383
1190,1.7878754139
1191,0.8060109019
1192,0.7423115969
1193,1.6472530365
1194,2.0460834503
1195,1.6028267145
1196,0.9389452338
1197,1.2502348423
1198,1.6751993895
1199,1.6155016422
1200,1.6646330357
1201,1.8397868872
1202,1.2445411682
1203,1.4440834522
1204,3.0719351768
1205,1.5038285255
1206,1.9440513849
1207,1.6179554462
1208,1.5451207161
1209,2.3117792606
1210,1.2926733494
1211,1.4728839397
1212,1.1023684740
1213,1.5355298519
1214,1.5026394129
1215,1.3279424906
1216,1.6848028898
1217,0.7747001648
1218,1.5996330976
1219,1.8030385971
1220,1.8337115049
1221,1.1565575600
1222,2.2392334938
1223,2.1845319271
1224,1.9551105499
1225,1.8532423973
1226,1.4919371605
1227,0.9910992384
1228,1.9200760126
1229,2.4186077118
1230,1.2172553539
1231,0.6637505293
1232,1.6233329773
1233,1.2234820127
1234,1.9019925594
1235,2.3343548775
1236,1.2059111595
1237,1.0523849726
1238,2.8608589172
1239,0.9844901562
1240,1.6115376949
1241,2.0281095505
1242,0.4235876799
1243,1.3954117298
1244,2.3070449829
1245,1.0320818424
1246,1.5855776072
1247,2.6806290150
1248,1.7543206215
1249,1.1121225357
1250,0.6986844540
1251,1.7613530159
1252,1.7532105446
1253,2.1086242199
1254,2.0327050686
1255,0.9957504272
1256,1.3331366777
1257,1.7743324041
1258,1.7595523596
1259,1.2436661720
1260,1.7920536995
1261,1.9628895521
1262,1.6460988522
1263,1.5224282742
1264,2.2794210911
1265,3.0111107826
1266,2.2150762081
1267,2.0895359516
1268,1.8928022385
1269,2.5263161659
1270,1.8097323179
1271,2.1929256916
1272,2.2635803223
1273,1.9598503113
1274,1.9090908766
1275,2.2981343269
1276,1.1897696257
1277,1.6433632374
1278,2.3351664543
1279,1.2919330597
1280,1.4085323811
1281,1.3421932459
1282,1.5247448683
1283,1.8463535309
1284,2.2394952774
1285,1.2682788372
1286,1.9169664383
1287,1.1331846714
1288,1.1653456688
1289,2.6397137642
1290,2.2028243542
1291,1.3011753559
1292,1.3586810827
1293,2.1632158756
1294,1.8852140903
1295,1.7289099693
1296,1.9053771496
1297,1.4770786762
1298,2.1733140945
1299,1.3029847145
1300,1.1496067047
1301,1.2604119778
1302,0.8999325037
1303,1.6070990562
1304,1.4763808250
1305,0.8820810318
1306,1.7741755247
1307,2.8164341450
1308,1.5935914516
1309,1.0934264660
1310,1.0229952335
1311,1.3243337870
1312,1.9710063934
1313,2.0826034546
1314,1.3213970661
1315,0.9466716647
1316,0.9790350199
1317,2.7263298035
1318,1.5548176765
1319,1.5268476009
1320,1.9815536737
1321,2.5045874119
1322,2.3532571793
1323,1.3537977934
1324,2.3200981617
1325,1.6826343536
1326,1.7582529783
1327,1.8749896288
1328,0.9115507603
1329,0.9523954988
1330,1.8382970095
1331,2.1164965630
1332,2.2560822964
1333,1.4642560482
1334,1.6099536419
1335,1.7993769646
1336,0.9920911789
1337,2.0003652573
1338,2.1080305576
1339,1.1254491806
1340,2.5535912514
1341,1.9433457851
1342,1.5619525909
1343,1.4300854206
1344,2.6510381699
1345,1.9256260395
1346,1.0219101906
1347,1.9017992020
1348,1.6150407791
1349,1.6340095997
1350,1.0899536610
1351,1.4222309589
1352,1.9499768019
1353,1.5656356812
1354,2.6614747047
1355,1.9154551029
1356,1.7998251915
1357,1.4080018997
1358,2.0833153725
1359,1.4647285938
1360,2.1409807205
1361,1.7541025877
1362,1.1573324203
1363,1.4045915604
1364,1.4739034176
1365,1.4064836502
1366,1.9948437214
1367,2.0007979870
1368,0.9883370996
1369,1.4188492298
1370,1.2528357506
1371,2.0601620674
1372,1.5665514469
1373,1.7653272152
1374,2.4729068279
1375,1.4415962696
1376,2.4560899734
1377,1.9721996784
1378,1.6406277418
1379,1.7456831932
1380,1.4488768578
1381,1.5065495968
1382,1.0100253820
1383,2.0708820820
1384,1.6661605835
1385,1.0614268780
1386,0.8203895092
1387,1.4276454449
1388,1.0918710232
1389,2.3398332596
1390,1.7000764608
1391,1.5340611935
1392,1.2173032761
1393,1.6785144806
1394,1.7142114639
1395,0.6671304107
1396,2.5931146145
1397,1.8203048706
1398,1.1947395802
1399,1.7262794971
1400,2.6560530663
1401,1.3309965134
1402,1.8885875940
1403,1.6710724831
1404,1.2577748299
1405,1.8817160130
1406,0.7708845139
1407,1.1289737225
1408,1.1259183884
1409,1.5637947321
1410,1.7486751080
1411,2.0186941624
1412,0.5019204617
1413,0.9641683698
1414,1.5607498884
1415,1.5923098326
1416,2.3702106476
1417,1.5288655758
1418,0.7132062316
1419,1.1739003658
1420,1.5731985569
1421,1.3177235126
1422,1.2787034512
1423,1.3175463676
1424,1.2775084972
1425,2.2873871326
1426,1.5921295881
1427,2.0598530769
1428,2.0372357368
1429,1.4626481533
1430,1.2929309607
1431,1.2485927343
1432,1.1685335636
1433,1.3662054539
1434,1.7469391823
1435,1.2505674362
1436,1.8878011703
1437,1.7226045132
1438,1.2670924664
1439,1.0120549202
1440,1.7664389610
1441,1.7378350496
1442,1.1626782417
1443,2.4185221195
1444,2.1433138847
1445,2.3361861706
1446,2.5836882591
1447,1.4372463226
1448,1.1854560375
1449,1.6308163404
1450,1.6926543713
1451,1.3514404297
1452,1.1811307669
1453,1.9408334494
1454,0.9759151936
1455,1.6967296600
1456,1.1820143461
1457,0.8510308266
1458,1.4867787361
1459,1.5720572472
1460,1.9524676800
1461,1.3432019949
1462,1.7138828039
1463,1.3662494421
1464,1.9830992222
1465,1.7241761684
1466,1.5103905201
1467,1.8182963133
1468,1.3083037138
1469,1.8511753082
1470,1.7027325630
1471,1.1748509407
1472,1.5233473778
1473,1.4409935474
1474,1.0344970226
1475,1.4687836170
1476,1.8253221512
1477,0.9586701989
1478,0.7352274656
1479,1.5503246784
1480,1.5024996996
1481,2.4691083431
1482,1.2700010538
1483,1.5258070230
1484,1.8479449749
1485,1.8920180798
1486,1.5027580261
1487,1.1780437231
1488,0.9807754755
1489,2.1312608719
1490,2.1198234558
1491,0.5882844329
1492,1.0976855755
1493,1.1766467094
1494,1.5839346647
1495,1.7223653793
1496,1.9163458347
1497,2.8905262947
1498,1.7493669987
