[mem] iter   3600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   3700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   3800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   3900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [4000/100020], Train Loss: 0.3951146, Train Accuracy: 0.9027999
[mem] iter   4100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   4900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [5000/100020], Train Loss: 0.3196106, Train Accuracy: 0.9207200
[mem] iter   5100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   5900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [6000/100020], Train Loss: 0.2573247, Train Accuracy: 0.9374801
[mem] iter   6100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   6900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   7000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [7000/100020], Train Loss: 0.2289825, Train Accuracy: 0.9440799
[mem] iter   7100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   7200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   7300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   7400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   7500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   7600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   7700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter   7800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
